,Company Name,Query,URL,Name of Web Page,Web Page Snippet,Domain Name
119,Intel,Intel name erg disability news,https://software.intel.com/content/www/us/en/develop/documentation/gpa-user-guide-for-windows-host/top/analyzing-desktop-api-graphics-applications/profiling-frames/profiling-directx-9-10-frames-legacy/discovering-expensive-ergs.html,Discovering Expensive Ergs in DirectX 9/10 Frames - Intel,"By default, the Visualization pane shows the whole frame, and the height of the erg bar corresponds to the relative duration of the erg as executed on the GPU. The higher the bar, the more expensive the erg in terms of total rendering time. ... // Intel is committed to respecting human rights and avoiding complicity in human rights abuses.",intel
121,Intel,disabled employee news blogs Intel,https://blogs.intel.com/policy/,Homepage - Tech Policy@Intel,"The Data is Clear: We need bipartisan support for the Justice in Policing Act-By Natasha Martell Jackson, Social Equity Program Office at Intel At Intel, we acknowledge that what happens outside of Intel affects our employees inside the company as well. I've been an Intel employee for more than 20 years and held many roles throughout my career.",intel
122,Intel,disabled employee news blogs Intel,https://blogs.intel.com/policy/feed/,Tech Policy@Intel - Blogs@Intel,"By Natasha Martell Jackson, Social Equity Program Office at Intel At Intel, we acknowledge that what happens outside of Intel affects our employees inside the company as well. I’ve been an Intel employee for more than 20 years and held many roles throughout my career.",intel
124,Intel,disabled employee news blogs Intel,https://newsroom.intel.com/editorials/intel-rule-action-improve-diversity-legal-profession/,The Intel Rule: Action to Improve Diversity in the Legal ...,"Firms are eligible to do legal work for Intel only if, as of that date and thereafter, they meet two diversity criteria: at least 21% of the firm’s U.S. equity partners are women and at least 10% of the firm’s U.S. equity partners are underrepresented minorities (which, for this purpose, we define as equity partners whose race is other than ...",intel
125,Intel,disabled employee news blogs Intel,https://www.intel.com/content/dam/jobs/documents/employment%20forms-complete.pdf,New Employee Paperwork Summary - Intel,5. Intel Employee Agreement 6. New Employee Orientation Certification 7. Employment Eligibility Verification I-9 8. Intel Retirement Plans Prior Service Questionnaire 9. New Hire Benefits Form 10. Medical Provider Network (MPN) Handbook Please include this checklist when submitting forms to the Intel representative.,intel
127,Intel,disabled employee news blogs Intel,https://www.intel.com/content/dam/jobs/documents/intelbenefits-infographic.pdf,External IntelBenefits Infographic - Intel | Data Center ...,"Disability Coverage Life Insurance Encore Program Retiree Medical Coverage Retirement Plans 401K & ROTH 401K Contribution from Intel % of eligible earnings Onsite physical therapy Free ˜u shot $250 credit on premiums Onsite doctors (OR, NM, and AZ) Weight management program Smoking cessation program Health Coaching Employee Assistance Program ...",intel
129,Intel,accessibility statement news Intel,https://www.intel.com/content/www/us/en/diversity/accessibility-overview.html,Committed to a Culture of Accessibility - Intel,"Intel is committed to a culture of accessibility. We encourage every employee to be bold and fearlessly focused on going beyond what they thought possible. Individuals with disabilities add significant value to our workforce and economy. Intel believes that, in order to shape the future of technology, we must be representative of that future.",intel
131,Intel,accessibility statement news Intel,https://www.intel.com/content/www/us/en/research/news.html,News & Insights - Intel,// Intel is committed to respecting human rights and avoiding complicity in human rights abuses. See Intel’s Global Human Rights Principles . Intel’s products and software are intended only to be used in applications that do not cause or contribute to a violation of an internationally recognized human right.,intel
133,Intel,accommodation statement news Intel,https://newsroom.intel.com/,Intel Newsroom | Intel Official News and Information,"Intel News @intelnews · 22h 1378074918500380676 The latest version of the Intel #oneAPI Toolkits (2021.2) is available – packing in new and enhanced capabilities for cross-architecture support, compute performance, #AI and machine learning, media and #HPC.",intel
134,Intel,accommodation statement news Intel,https://simplecore.intel.com/newsroom/news-releases/idm-manufacturing-innovation-product-leadership/,Intel CEO Pat Gelsinger Announces ‘IDM 2.0’ Strategy for ...,"» Download all images (ZIP, 101 MB) NEWS HIGHLIGHTS. Announc ing manufacturing expansion plans; beginning with ~ $20 billion investment to build two new fabs in Arizona ; Intel 7 nanometer process development progressing well with tape in of 7nm compute tile for “Meteor Lake” expected in the second quarter of 20 21 ; Announcing Intel Foundry Services with plans to become a major provider ...",intel
135,Intel,accommodation statement news Intel,https://www.intel.gov/assets/documents/tet-documents/cia/WEEKLY-SUMMARY15478196.pdf,WEEKLY SUMMARY - Intel,"Minister Trinh's statement of 30 December has become the ""focus of world public opinion."" Hanoi is trying to sustain the momentum of this ... talk"" statement in the news and to maintain the impression that Page 3 WEEKLY SOMMARY 19 Jan 68 Approved for Release: 2018/07/26 C03172633 . t,oproved for Release: 2018/07/26 C031726~.3 ...",intel
138,Intel,interview accommodations news Intel,https://blogs.intel.com/jobs/2020/01/an-interview-with-intel-polands-super-intern/,An Interview with Intel Poland’s “Super Intern” - We Are Intel,"An Interview with Intel Poland’s “Super Intern” Written by We Are Intel. January 7, 2020 . Imagine beginning as a summer intern and ending up as a speaker at an international developer’s conference. That’s just what one Intel intern did. Is a journey like that even possible? ...",intel
139,Intel,interview accommodations news Intel,https://newsroom.intel.com/news/ces-2021-intel-ces-news-conference-prof-amnon-shashua/,CES 2021: Intel News Conference – Amnon Shashua: It’s Time ...,"Prof. Amnon Shashua, senior vice president of Intel and chief executive officer of Mobileye, speaks during CES 2021 at Monday, Jan. 11, at 10 a.m. PST. Intel’s news source for media, analysts and everyone curious about the company.",intel
143,Cisco,disabled employee news at Cisco,https://newsroom.cisco.com/,Cisco Newsroom | The Network,Cisco shifts to Passwordless authentication for its apps Cisco made some major announcements in its Cisco Live presentation this week. The company is making some big moves in the security space and to help with that ever-elusive work-life balance.,cisco
145,Cisco,disabled employee news at Cisco,https://blogs.cisco.com/news/expanding-well-being-care-beyond-our-employees-in-response-to-covid-19,Expanding well-being & care beyond our employees in ...,“We are passionate about helping our employees feel safe and supported at work and in their communities.” However evidence is available that I would like to share and discuss openly with Cisco and the wider audience on this blog. The evidence indicates Cisco have identified an employee struggling with mental health issues.,cisco
147,Cisco,disabled employee news at Cisco,https://www.cisco.edu/about/offices/human-resources/new-employees,New Employees | Cisco College,"New Employee Orientation. New employees are expected to attend the orientation where various topics will be discussed, e.g., vision, mission, goals, values, benefits, and operational guidelines, etc. Each employee will receive an New Hire Packet to bring to orientation and assist them with the acclimation process. New Hire Packets",cisco
148,Cisco,disabled employee news at Cisco,https://mkto.cisco.com/Security-Scholarship.html,Cisco,"Cisco also has enhanced its Security certification portfolio with a new CCNA Cyber Ops certification. Through the scholarship program, Cisco will offer free training, mentoring, and testing designed to help you earn CCNA Cyber Ops certification and hone the skills needed for the job role of security operations center analyst.",cisco
150,Cisco,disabled employee news at Cisco,https://www.cisco.edu/about/offices/human-resources/employment,Employment | Cisco College,"Benefits for Full-Time Cisco College Employees The benefits of working in higher education are many and allow you to plan well for your future. Along with retirement savings (Teacher Retirement System or Optional Retirement Plan – for qualified positions), Cisco College offers a host of benefits available to full-time employees.",cisco
151,Cisco,disabled employee news at Cisco,https://newsroom.cisco.com/feature-content?articleId=2101781,Episode 11: Diversity & Inclusion in Cybersecurity - Cisco,"News Releases. March 22, 2021 New Cisco Research Reveals Collaboration, Cloud, and Security are IT's Top Challenges March 22, 2021 Neil Patrick Harris and Dua Lipa Join Elton John and David Furnish for the 29th Annual Elton John AIDS Foundation Academy Awards Viewing Party March 15, 2021 Cisco and AMD Help Businesses Improve Performance, Security and Hybrid Cloud Operations",cisco
152,Cisco,disabled employee news at Cisco,https://investor.cisco.com/news/news-details/2020/Cisco-Radically-Simplifies-Security-for-Todays-Accelerated-IT-Agenda/default.aspx,Investor Relations - Cisco Radically Simplifies Security ...,"Cisco SecureX will be included with all Cisco Security products to simplify and enhance customer experience News Summary: Cisco SecureX, the broadest and most integrated cloud-native cybersecurity platform, will be generally available globally on June 30, 2020. With remote work on the rise, CISOs can leverage SecureX to achieve unified visibility across Cisco security products, automate ...",cisco
157,Cisco,employee accessibility news stories Cisco,https://newsroom.cisco.com/overview,Cisco Corporate Overview and Resources | The Network,"Cisco Overview Cisco (NASDAQ: CSCO) Cisco helps seize the opportunities of tomorrow by proving that amazing things can happen when you connect the unconnected. An integral part of our DNA is creating long-lasting customer partnerships, working together to identify our customers' needs and provide solutions that fuel their success.",cisco
160,Cisco,employee accessibility news stories Cisco,https://www.cisco.com/c/m/en_us/customer-experience/customer-stories.html,Customer Success Stories - Customer Experience - Cisco,"Cisco Customer Experience is helping customers scale, reduce risk, improve efficiency, adapt to changing market dynamics, and achieve their business goals.",cisco
162,Cisco,employee accessibility news stories Cisco,https://newsroom.cisco.com/press-release-content?articleId=2099645,Cisco Completes Acquisition of BabbleLabs | The Network,"News Releases. March 31, 2021 Cisco Webex Powers Personal Well-Being, Higher Performing Teams and Inclusive Collaboration March 30, 2021 Kiss Passwords G00dby3: Cisco Secure Unveils Passwordless Future with Stronger Security for All March 30, 2021 Cisco Redesigns Internet Infrastructure to Support a More Inclusive Future March 30, 2021 Giving Customers Choice to Buy How They Want: Cisco ...",cisco
163,Cisco,employee accessibility news stories Cisco,https://www.cisco.com/c/en_ca/about.html,About Cisco - Cisco,"88 Queens Quay West, Suite 2700, Toronto, Ontario M5J 0B8 Phone: (416) 306-7000 Fax: (416) 306-7099",cisco
165,Cisco,employee accessibility news stories Cisco,https://community.cisco.com/t5/technology-and-support/ct-p/technology-support,Technology and Support - Cisco Community,"Cisco helps power an inclusive future for all Between a future for some and a future for all, there's a bridge. Watch customer stories and learn how Cisco core technologies have been...",cisco
166,Cisco,employee accessibility news stories Cisco,https://www.cisco.com/c/en/us/solutions/index.html,Solutions - Cisco,"Cisco on Cisco: Sharing our IT stories By sharing Cisco's own IT experience, Cisco on Cisco can help customers and partners use technology to achieve business outcomes. Get an inside look at the inner workings of Cisco IT.",cisco
169,Cisco,Cisco name erg disability news,https://news-blogs.cisco.com/apjc/2020/02/03/cisco-top-trends-for-2020/?oid=psten020477,Cisco Top Trends for 2020 - The Cisco News Network - APJC,"The possibilities include eliminating many diseases, hereditary conditions and disabilities but concurrently opens many deeper ethical questions that will need to be addressed. *Clustered Regularly Interspaced Short Palindromic Repeats . Learn more in Cisco’s 2020 Networking Trends report.",cisco
171,Cisco,Cisco name erg disability news,https://community.cisco.com/t5/switching/cisco-3020-error-what-is-err-disabled-reson-lsgroup/td-p/979072,Cisco 3020 error - WHat is err-disabled reson lsgroup ...,Cisco ACLs are characterized by single or multiple permit/deny statements. The purpose is to filter inbound or outbound packets on a selected network interface. There are a variety of ACL types that are deployed based on requirements.,cisco
172,Cisco,Cisco name erg disability news,https://community.cisco.com/t5/switching/what-are-reasons-err-disabled-would-occur-on-interface/td-p/1874174,What are reasons err-disabled would occur on interface - Cisco,Solved: We have a Cisco 3750G-POE 24 port switch. A user's port status went into err-disabled status. The switch is not configured for port-security. What are some reasons why a port would go err-disabled? Thx in advance for any help provided.,cisco
173,Cisco,Cisco name erg disability news,https://community.cisco.com/t5/email-security/reporting-is-disabled/td-p/2024749,Solved: Reporting is disabled - Cisco Community,"Looks like the reporting process has got in so sort of trouble. As this appears to be an unknown issue. I would recomemd you to contact cisco support so that we can assist you further. Sorry for the inconvinience caused to you. Meanwhile, Please paste the response of ( from the cli ) esa> tail reportd_logs",cisco
174,Cisco,Cisco name erg disability news,https://learningnetwork.cisco.com/s/article/understanding-cisco-eem-by-examples-part-1,Understanding Cisco EEM by examples Part 1,"EEM (Embedded Event manager is a software component of cisco IOS, XR, and NX-OS EEM gives you high abilities to admin your cisco device by tracking and monitoring events that take place on your Cisco device and then apply action you already decided early , EEM by giving you this ability , it allow you to automate many tasks .",cisco
175,Cisco,Cisco name erg disability news,https://community.cisco.com/t5/switching/gb-port-shows-err-disabled/td-p/2166052,GB Port shows (err-disabled) - Cisco Community,"I've got two two 3560s switchs, (WS-C3560G-48TS-S) that I'm trying to connect to each other using the GB ports over Fibre. We purchased the following GBICs, SFP 1000SX Transceiver and when we put them in the port it shows (err-disabled). Below is some information I pulled from one of the ports, but doesn't matter what port I use they all say the same thing.",cisco
176,Cisco,Cisco name erg disability news,https://investor.cisco.com/news/news-details/2020/Cisco-Reports-Privacy-and-Security-Concerns-Increase-in-Todays-Remote-World/default.aspx,Investor Relations - Cisco Reports Privacy and Security ...,"News Summary: Two new global surveys highlight the challenges and opportunities of the accelerated transition to a cloud-first, remote world that demands us to be secure, connected and productive from anywhere. IT teams were not fully prepared for the sudden transition to remote work. Secure access and endpoint security continue to be a top challenge in enabling hybrid work environments going ...",cisco
177,Cisco,Cisco name erg disability news,https://cway.cisco.com/mydevices/reports?type=contractRenewal,Cisco MyDevices,Cisco MyDevices,cisco
178,Cisco,Cisco name erg disability news,https://www.cisco.com/c/en/us/td/docs/voice_ip_comm/cer/14/english/administration/guide/cer0_b_cisco-emergency-responder-administration-guide-1401/cer0_b_cisco-emergency-responder-administration-guide-1401_appendix_010100.html,Cisco Emergency Responder Administration Guide for Release ...,Cisco Emergency Responder (Emergency Responder) sets the Function Code to one of the following: ... such as changing a street name D for Deleting an ALI record ... The Disability Indicator is a reserved 20-character field that the carrier can use to enter disability information. The following table shows the Disability Indicator designations ...,cisco
179,Cisco,Cisco name erg disability news,https://www.cisco.com/c/en/us/td/docs/wireless/controller/9800/17-5/config-guide/b_wl_17_5_cg/m_preface_cli.html,Cisco Catalyst 9800 Series Wireless Controller Software ...,"Book Title. Cisco Catalyst 9800 Series Wireless Controller Software Configuration Guide, Cisco IOS XE Bengaluru 17.5.x . Chapter Title. Preface. PDF - Complete Book (17.25 MB) PDF - This Chapter (1.04 MB) View with Adobe Reader on a variety of devices",cisco
180,Cisco,disabled employee news blogs Cisco,https://news-blogs.cisco.com/apjc/2020/04/29/its-not-about-disability-its-about-differences-and-different-strengths-we-bring-to-the-world/,"“It’s not about disability, it’s about differences, and ...","Led by a small group in ANZ, the Cisco Disability Awareness Network aims to drive greater awareness of disability, and create a more inclusive environment. The complimentary Special Needs Children Group works to generate awareness, and support parents with children of special needs by providing a community they can connect with, and seek ...",cisco
181,Cisco,disabled employee news blogs Cisco,https://news-blogs.cisco.com/emear/2021/03/29/out-of-sight-but-not-out-of-mind-employees-believe-strong-company-cultures-will-underpin-a-successful-hybrid-world-of-work/,Out of sight but not out of mind ... - news-blogs.cisco.com,"UK employees spend on average half of their waking hours working, amplifying the importance of not only optimizing office and virtual workspaces, but building strong, inclusive organisational cultures too. While many remote workers feel empowered and trusted by their managers and teams to do the job at hand, there are still a significant ...",cisco
182,Cisco,disabled employee news blogs Cisco,https://news-blogs.cisco.com/tag/employee-experience,employee experience - Cisco Blogs,Transforming the Employee Experience: Knocking Down the Barriers to Success . People are our single greatest asset at Cisco. Creating a world-class employee experience is crucial because it helps us attract and retain exceptional people and give them what they need...,cisco
183,Cisco,disabled employee news blogs Cisco,https://blogs.cisco.com/tag/math,math - Cisco Blogs,"This article was originally published on Cisco’s internal employee news site, Cisco Employee Connection. The Internet of Everything is beginning to transform every aspect of our lives. Can we still change this world for the better by connecting people, data, process and things?",cisco
184,Cisco,disabled employee news blogs Cisco,https://gblogs.cisco.com/uki/how-ciscos-flexible-working-culture-is-driving-inclusion-and-employee-engagement/,How Cisco’s flexible working culture is ... - Cisco Blogs,"As I approach my 20 th anniversary of working at Cisco, I have been reflecting on how the culture here contributes to work being something that I do (and enjoy!), rather than a place that I go to 5 days-a-week.. As a young company, Cisco created a culture of empowerment for its employees, which today encourages us to do the right thing for the business – but also for ourselves.",cisco
186,Cisco,disabled employee news blogs Cisco,https://blogs.cisco.com/news,Executive Platform - Cisco Blogs,"Cisco completed its acquisition of Acacia Communications, Inc., a company that designs and manufactures high-speed optical interconnect products and technologies. Acacia’s technology is very complementary to Cisco’s optical systems and optics strategy and reinforces its investment in the Internet for the Future with world-class coherent ...",cisco
187,Cisco,disabled employee news blogs Cisco,https://gblogs.cisco.com/be/hackforgoodhackathon/,Cisco’s first HackforGood hackathon has ... - Cisco Blogs,"HackforGood has been a huge success with 100 participants from 8 NGOs and 8 ‘digital’ companies. Project PIMS of CRETH and Cisco partners Proximus and Telindus Luxembourg won the social hackathon. They want to create a uniform control platform for communications and home automation, allowing disabled persons to be more independent in their daily life.",cisco
188,Cisco,disabled employee news blogs Cisco,https://www.cisco.com/c/en/us/about/inclusion-diversity.html,"Diversity, Inclusion, and Collaboration at Cisco - Cisco","Cisco delivers a diverse, inclusive, and collaborative workplace that captures and optimizes the collective talents of our global teams.",cisco
191,Cisco,disabled employee news blogs Cisco,https://www.cisco.com/c/en/us/training-events/events-webinars/influencer-hub/blog-awards.html,"IT Blog Awards, hosted by Cisco - Cisco","The IT Blog Awards, hosted by Cisco, recognizes excellence in the blogging, vlogging and podcasting communities for work done throughout the year. There are six categories. Winners will be chosen by popular vote and a judging panel. Submit your blog now.",cisco
192,Cisco,disabled employee news blogs Cisco,https://community.cisco.com/t5/switching/unable-to-log-messages-to-syslog-server/td-p/1601321,Solved: unable to log messages to syslog server - Cisco ...,"Solved: Hi all, Happy new Year. I have kiwi syslog server setup on pc. from switch i config this logging trap debugging logging 192.168.20.16 PC IP is 192.168.20.16. but on pc i am unable to see the syslog messages? thanks mahesh",cisco
193,Cisco,disabled employee news blogs Cisco,https://community.cisco.com/t5/unified-communications/jabber-call-feature-disabled/td-p/2115658,Jabber Call feature disabled - Cisco Community,"Hi everyone. I´m facing a problem with Jabber where the call feature is disabled, only to one user. The user is able to connect on Jabber but he can´t do any call. On the CallManager, the CSF device appears as Unregistered. I have checked all the configurations on the CM and Presence , the LDAP us...",cisco
194,Cisco,disabled employee news blogs Cisco,https://community.cisco.com/t5/xr-os-and-platforms/mpa-disabled-after-rsp-upgrade/td-p/4088704,MPA disabled after RSP upgrade - Cisco Community,"greeting after upgrading the RSP from 440 to 880 and rebooting the device i had an issue where one of MPA started showing disabled A9K-MPA-4X10GE DISABLED NPWR,NSHUT,MON which was working normally before the reboot. after changing the MPA to another",cisco
195,Cisco,disabled employee news blogs Cisco,https://community.cisco.com/t5/network-access-control/ise-report-for-user-id-disable/td-p/3939926,ISE report for user ID disable. - Cisco Community,"In mine organization, randomly few users TACACS ID are getting disabled for which i need to generate a monthly report of list of user ID and cause for ID disablement. Also i need that report to be sent periodically (monthly) to our mail ID. > IDs are not expired or disabled due to multiple wrong attempts. Hope this info is sufficient !",cisco
196,Cisco,disabled employee news blogs Cisco,https://community.cisco.com/t5/network-access-control/ise-guest-redirection-chrome-web-browser/td-p/3954746,Solved: ISE Guest Redirection- Chrome Web Browser - Cisco ...,"Solved: We are using ISE 2.4 patch 9 for guest access, and are encountering an issue with the redirection process on Windows 10 devices. After connecting to the guest SSID, windows detects the captive portal and will launch the edge browser by",cisco
198,Cisco,accessibility statement news Cisco,https://blogs.cisco.com/tag/accessibility,accessibility - Cisco Blogs,Bringing Accessibility to Business Communications . Workplaces provide extra challenges for the 3.4 million visually impaired and blind Americans. The Phone Accessibility Project is a collaboration of Cisco and the American Council of the Blind.,cisco
199,Cisco,accessibility statement news Cisco,https://www.cisco.com/c/en/us/about/accessibility/contact-accessibility-team.html,Contact Cisco Accessibility - Cisco,Cisco Accessibility Initiative is a company-wide effort that stresses the importance of creating accessible products.,cisco
201,Cisco,accessibility statement news Cisco,https://www.cisco.com/c/dam/en_us/about/responsibility/accessibility/products/Cisco_Accessibility_Innovation_October_2020.pdf,"Cisco - Networking, Cloud, and Cybersecurity Solutions","Cisco - Networking, Cloud, and Cybersecurity Solutions",cisco
202,Cisco,accessibility statement news Cisco,https://blogs.cisco.com/news/huawei-and-ciscos-source-code-correcting-the-record,Huawei and Cisco's Source Code: Correcting the Record ...,"Last week, I wrote about statements made by Charles Ding, Huawei’s Senior Vice President and Chief Representative in the U.S., Mr. Ding explained the 2003-2004 intellectual property litigation between Cisco and Huawei as follows: “Huawei provided our source code of our products to Cisco for review and the results were that there was not any infringement found and in the end Cisco withdrew ...",cisco
203,Cisco,accessibility statement news Cisco,https://investor.cisco.com/financial-information/sec-filings/default.aspx,Investor Relations - Financial Information - Cisco,"To contact Cisco Investor Relations: Investor Relations Department. Cisco Systems, Inc. 170 West Tasman Drive San Jose, CA 95134-170 USA Phone: (408) 227-CSCO Fax: (408) 853-3683 To email Cisco IR, please click here and scroll to the bottom of the page",cisco
204,Cisco,accessibility statement news Cisco,https://community.cisco.com/t5/networking-documents/cisco-software-defined-access-case-studies/ta-p/3866042,Cisco Software Defined Access Case Studies - Cisco Community,"Cisco® Software-Defined Access (SD-Access) enables customers to ease their network management worries, it gives you a single network fabric, from the edge to the cloud. You can set policy-based automation for users, devices, and things. Provide access to any application, without compromising on security.",cisco
205,Cisco,accessibility statement news Cisco,https://community.cisco.com/t5/network-security/can-t-access-certain-websites/td-p/2235915,Solved: Can't access certain websites - Cisco Community,access-list out_access_in extended permit tcp any host 98.101.139.210 eq netbios-ssn access-list out_access_in extended permit tcp any host 98.101.139.210 eq 445 access-list out_access_in extended permit tcp any host 98.101.139.210 eq https access-list out_access_in extended permit object-group TCPUDP any host 98.101.139.210 eq 3389,cisco
206,Cisco,accessibility statement news Cisco,https://community.cisco.com/t5/routing/access-list-remarks/td-p/1564711,Solved: access-list remarks - Cisco Community,"First, execute show ip access-list from the exec mode and note the line numbering on the access-list entries. Second, enter in config mode and go into the access-list submode by typing ip access-list extended NAT. Third, when entering the command select a number that's between the line numbering from step 1.",cisco
207,Cisco,accessibility statement news Cisco,https://investor.cisco.com/Home/default.aspx,Investor Relations - Overview - Cisco,"To contact Cisco Investor Relations: Investor Relations Department. Cisco Systems, Inc. 170 West Tasman Drive San Jose, CA 95134-170 USA Phone: (408) 227-CSCO Fax: (408) 853-3683 To email Cisco IR, please click here and scroll to the bottom of the page",cisco
208,Cisco,accessibility statement news Cisco,http://newsroom.cisco.com/press-release-content?articleId=888280,Cisco's VNI Forecast Projects the Internet Will Be Four ...,"SAN JOSE, Calif. and WASHINGTON D.C. – May 30, 2012 – Today, Cisco issued results of the annual Cisco ® Visual Networking Index (VNI) Forecast (2011-2016), the company's ongoing initiative to forecast and analyze Internet Protocol (IP) networking growth and trends worldwide.The VNI Forecast update covers 2011-2016, and quantitatively projects the significant amount of IP traffic expected ...",cisco
209,Cisco,accessibility statement news Cisco,https://community.cisco.com/t5/vpn/cisco-any-connect-no-access-to-lan/td-p/2595028,Cisco Any Connect - No access to LAN - Cisco Community,threat-detection statistics access-list no threat-detection statistics tcp-intercept ntp server 206.246.122.250 source outside ntp server 66.219.116.140 source outside ntp server 165.193.126.229 source outside prefer ssl trust-point ASDM_Launcher_Access_TrustPoint_2 inside vpnlb-ip ssl trust-point ASDM_Launcher_Access_TrustPoint_2 inside webvpn,cisco
210,Cisco,accessibility statement news Cisco,https://community.cisco.com/t5/custom/page/page-id/community-site-map?categoryId=technology-support,Community Site Map - Cisco Community,Auto-suggest helps you quickly narrow down your search results by suggesting possible matches as you type.,cisco
212,Cisco,accessibility statement news Cisco,https://tools.cisco.com/security/center/resources/sql_injection,Back Button - Cisco,"These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms.",cisco
213,Cisco,accessibility statement news Cisco,https://jobs.cisco.com/,Cisco Jobs,"Cisco is an Affirmative Action and Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, national origin, genetic information, age, disability, veteran status, or any other legally protected basis.",cisco
214,Cisco,accessibility statement news Cisco,https://newsroom.cisco.com/press-release-content?articleId=1918770,Cisco & partners announce UK govt. funded project 5G ...,"Cisco; Cisco (NASDAQ: CSCO) is the worldwide technology leader that has been making the Internet work since 1984. Our people, products, and partners help society securely connect and seize tomorrow's digital opportunity today. Discover more at newsroom.cisco.com and follow us on Twitter at @Cisco.",cisco
215,Cisco,accessibility statement news Cisco,https://meeting-infohub.cisco.com/interop/,Cisco TelePresence Interoperability Database,"We endeavor to make our Cisco TelePresence products interoperable with all relevant standards-based equipment. Although it is not possible to test all scenarios, the testing on which this data is based covers most common functions of the listed endpoints and infrastructure.",cisco
216,Cisco,accessibility statement news Cisco,https://investor.cisco.com/news/news-details/2021/Cisco-Provides-Customers-Unmatched-Visibility-Across-Applications-and-the-Internet/default.aspx,Investor Relations - Cisco Provides Customers Unmatched ...,"SAN JOSE, Calif., March 30, 2021 /PRNewswire/ -- – CISCO LIVE – Cisco today announced new software-delivered solutions offering technology teams greater visibility of what is happening anywhere across their networks, at any time. By integrating ThousandEyes internet and cloud intelligence with AppDynamics and Cisco's most widely deployed switching family, customers can have ubiquitous ...",cisco
217,Cisco,accessibility statement news Cisco,https://transform.cisco.com/c/Exec_GoogleCloud?x=xlG4zk&lx=9DvHxH,Networking blog: Enable simplified ... - transform.cisco.com,Cisco Live sneak peek: Enjoy exclusive content with the Early Access Experience starting on Mar. 22 Cisco Partner Forrester study on MSPs: Managed service providers can increase revenue by up to 50% with Cisco,cisco
218,Cisco,accessibility statement news Cisco,https://transform.cisco.com/c/Techeng_GoogleCloud?x=Dz-PBD&lx=O5CA9d,Networking blog: Reduce your ... - transform.cisco.com,Cisco SD-WAN relaunch: Empower your customers with Secure Access Service Edge (SASE) Cisco SD-WAN Cloud Enterprise Networking Region - APJC Watch the video: Learn about the Nexus 3550-T switch and the Nexus X100 SmartNIC adapter,cisco
219,Cisco,accessibility statement news Cisco,https://transform.cisco.com/seller/Seller_JChenCLBlog?lx=eU85Ua,"Cisco Live blog: Get the CX Partner eBook, plus early ...","Cisco Partners, get early and exclusive access to Cisco Live 2021 Cisco Partner Launches, Events, Announcements Marketing campaign for Business Critical Services: Read the guide for Partner sellers",cisco
220,Cisco,accommodation statement news Cisco,https://newsroom.cisco.com/global,Cisco Global News | The Network,"News Release Michigan Moonshot Partners with Toyota, Cisco to Expand Wi-Fi News Summary: Free community Wi-Fi access added at 50 public sites across S.E. Michigan Initiative to help bridge the digital divide and provide equitable . November 23, 2020",cisco
221,Cisco,accommodation statement news Cisco,https://www.cisco.com/c/m/en_us/customer-experience/customer-stories/UMMS.html,Cisco CX Customer Story – UMMS - Cisco,"The organization redirection Cisco Catalyst 9000 switches from a new hospital building to provide support for COVID-19 patients. Cisco helped UMMS stand up networks and security to support the convention center, the previously decommissioned Laurel Hospital, and between more than six hotels to provide emergency care.",cisco
222,Cisco,accommodation statement news Cisco,https://www.cisco.com/c/dam/en_us/about/ac49/ac20/downloads/annualreport/ar2003/pdf/proxy.pdf,"CISCO SYSTEMS, INC.","CISCO SYSTEMS, INC. 170 West Tasman Drive San Jose, California 95134-1706 PROXY STATEMENT FOR ANNUAL MEETING OF SHAREHOLDERS These proxy materials are provided in connection with the solicitation of proxies by the Board of Directors",cisco
223,Cisco,accommodation statement news Cisco,https://community.cisco.com/t5/integrated-security-platform/how-can-i-stay-up-to-date-on-developments-with-cisco-threat/td-p/3987536,How can I stay up to date on developments with Cisco ...,Register for Cisco Threat Response webinars to learn about our newest integrations and features. Choose one of the topics below to view our Cisco Threat Response Resources to help you on your journey with CTR,cisco
224,Cisco,accommodation statement news Cisco,https://www.cisco.com/c/dam/en_us/about/annual-report/cisco-annual-report-2019.pdf,Cisco Annual Report 2019,"About Cisco Cisco (NASDAQ: CSCO) is the worldwide technology leader that has been making the Internet work since 1984. Our people, products, and partners help society securely connect and seize tomorrow’s digital opportunity today. Find news at thenetwork.cisco.comand follow us on Twitt er at @Cisco. Cisco technology is creating a world of ...",cisco
225,Cisco,accommodation statement news Cisco,https://investor.cisco.com/news/news-details/2020/Cisco-Announces-May-2020-Events-with-the-Financial-Community/default.aspx,Investor Relations - Cisco Announces May 2020 Events with ...,"Cisco today announced that it will participate in the following conferences with the financial community during the month of May. Sessions which offer a webcast can be accessed via Cisco's Investor Relations website at investor.cisco.com. J.P. Morgan 48th Annual Global Technology, Media Communication Conference May 14, 2020 Virtual 1x1 meetings Cowen and Company 48th Annual Technology, Media ...",cisco
